b85a684ca93fa3331b7d596a75924721,18131.0
e4e4515cc7eef381a077d335e9677749,15662.0
490d134daf7060fc3a38be4e6ce2aa82,14687.0
7e169ec6d14037a8e2f7dfe01feec24e,14106.0
dca46eea38290e0af61b853225ee4b26,12855.0
259ce94f2a864714bf742b375af9884a,12614.0
d82293f1b11313ce5f070e549105eec6,11931.0
af1307295885bc53b6bc23938fe78a4b,11602.0
2bf1530bb7b300441cdf45dbfcafd902,9961.0
784ee224821ffc42dfb701c92612db17,9900.0
d27327e4237629731a68bacc95acf671,9884.0
aef435139130c4c87d62f6bb9cc34232,9815.0
e0103c71992ad931dab0d5bb4149c2de,9784.0
158df5916579b12a97f3dc1e8b66411f,9448.0
96ed31242fa62ef87c4cbea20ed1a9fc,9291.0
89dddb44b51ee31bcdaa5cd8689813cc,9213.0
96907a3837541a7af525a1c441d50fac,9141.0
d9d07301e98a5b4a76ecfdaf55b6e18b,9137.0
957bd028808b110371fc15d33630919b,9019.0
34f113306bf704b2cf2af7a7abfec279,8497.0
e369da0f9b8c25bf7a279bbaaa36a46d,7808.0
7262f8298bb8cbf53a641f05249ca065,7766.0
0a26c2dc0a22cacc89d29eef91892bd8,7446.0
1ac051be8824671e3d9ce41a65df680c,7304.0
278e790da1f71b8ec72385bc704e4ff0,6946.0
5148f08e1688dd697e288bc75c851f6a,6941.0
39de8a52fd6f64b2524ef644ce223786,6938.0
e103ebbd0a4f27018d0c04ec7cb9d11e,6783.0
b2321db524b05aa4a2d1695b6d7a4ff0,6646.0
031d7bcf81cbfbfcb49d1336331158c5,6384.0
f6b45861bde0052fe1a19b3c05fc1cbb,6215.0
f2ca3d98c8cd62f38fd4b9a9665a467e,6156.0
744c5d7d460593a0f5b93ed4d2064fbf,6020.0
b38d0d85d47a5a086efa26c424e668c4,5788.0
7f3f8b7c6dbf0787c2082a99d1ba1d8c,5555.0
441915e8b3f1e835c832a0799e3d2c75,5525.0
51bec75400bacda2d19d7688c421b886,5507.0
1f17c1085dc3d990f6319a6b871ef95b,5383.0
a9cdb350ecaaf2885a135f52dc870515,5305.0
a937ccf97e007ced89dd5c22126bc683,5033.0
bee0b0fd2f567cac0a83578c54b31fb3,4990.0
6333b6de78b7aa1866ad5da3c63e2eb3,4986.0
eb9e0a49f49d0a79c49a8c86c94fabd6,4977.0
01355d7c33ebce0af16ecce02dcd15a6,4957.0
99a18ce6b71a9e16024d3af9d8e746d6,4922.0
5b3034d443f0ad29516c7787a6b656a7,4831.0
00a88a772bb23c5ca58328cb0ed4c748,4641.0
e4e9ab6a2375e78c4df88334a111fb07,4597.0
f63e87fbe934de2a8480b58ecf18dcaa,4562.0
1cdc611542c698eb30aecdb65fb99973,4540.0
